@relation 2.c.SMOTE

@attribute COMP numeric
@attribute NOCL numeric
@attribute NOS numeric
@attribute HLTH numeric
@attribute HVOC numeric
@attribute HEFF numeric
@attribute HBUG numeric
@attribute CREF numeric
@attribute XMET numeric
@attribute LMET numeric
@attribute NLOC numeric
@attribute NOC numeric
@attribute NOA numeric
@attribute MOD numeric
@attribute HDIF numeric
@attribute VDEC numeric
@attribute EXCT numeric
@attribute EXCR numeric
@attribute CAST numeric
@attribute TDN numeric
@attribute HVOL numeric
@attribute NAND numeric
@attribute VREF numeric
@attribute MDN numeric
@attribute NOPR numeric
@attribute NEXP numeric
@attribute LOOP numeric
@attribute defective {0,1}

@data
6.197259,5.112741,18.140384,226.418255,53.466239,45357.211602,0.454099,2.213021,0.473372,0.565095,29.4396,5.430955,0.615227,1,34.498793,6.173701,0,0,0,2.045697,1196.778006,112.879816,47.839608,1.611291,125.527841,45.008675,0.054586,1
1,0,2,16,13,177.62,0.2,2,0,1,3,0,0,1,3,0,0,0,0,0,59.21,7,1,0,9,2,0,0
3.831023,2.974106,21.63075,195.414533,44.753294,16720.969547,0.322369,2.793941,1,0.394983,30.803719,5.258546,1,1,15.294441,1.12852,0,0,0,4,1039.205971,99.660933,43.233926,1.318249,98.405198,24.932131,0,1
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
5.030827,8.791386,6.42576,59.72622,27.685713,3881.860013,0.589953,0,0,0,9.603683,5.238537,0,1,14.084471,1.459434,0,0,0,2.055648,251.114983,23.712563,5.344272,1.86129,35.291986,7.906037,1,1
1,0.872338,1.297949,8,8,50.010544,0.1,0.327986,0,0,1.271536,0.334146,0.228965,1.896972,2.399733,0,0,0,0,0,24,3.01316,0,0,4.367264,0.161561,0,1
2,3,8,49,21,2722.58,0.7,1,2,1,7,1,0,1,12.65,1,0,0,0,1,215.22,23,6,1,26,9,1,0
3.170088,6.879081,17.881342,167.743707,58.202376,11789.063317,0.326425,11.951451,16.301977,1,28.204855,4.285025,0,1,12.16829,5.986552,0,0.710544,0,3.90118,973.590797,66.1449,19.435941,1.788852,102.357604,29.00007,0,1
3,4,6,40,19,1869.9,0.6,0,0,0,8,1,1,1,11,0,0,0,0,2,169.92,16,6,1,24,6,0,0
4,4,11.619638,82.431899,28.362145,3463.510166,0.135268,4.141658,2.947994,1.29076,15.53802,1.324949,0.97376,0.928479,7.916593,1.700229,0,0,0.510075,1.925951,423.610056,42.267192,14.102396,1.538697,44,14.453816,0,1
3,6,6,50,26,3153.21,0.8,1,0,2,9,1,1,1,13.42,1,0,0,0,1,235.2,23,9,1,27,13,1,0
15,12,50,363,60,74598.26,0.71,4,10,2,68,10,5,1,34.79,7,0,0,0,17,2144.2,176,102,5,187,70,0,0
3,3.574619,8.921061,58.573973,33.494327,3821.939641,0.79136,2.911165,2.131047,0,14.320468,1,2.24814,1.699669,10.497392,0,0,0.375783,0.885007,2.610198,297.052963,22.701234,15.611042,1,35.084013,7.470616,0,1
146.606988,56.839756,253.83776,1920.1588,135.370838,2687446.887737,4.06411,5.670596,6.183682,13.974805,329.497879,51.388379,0,1.723275,143.204649,23.352773,0.370785,2,3,109.078663,14639.409715,836.911381,441.2579,9,1240.290946,308.868631,8.323314,1
19,13,51,369,68,107245.88,0.75,2,3,2,72,13,0,2,47.74,3,1,1,1,15,2246.27,145,55,6,224,56,0,1
9.124387,2.167853,22.257224,196.345554,53.048613,24597.465616,0.371049,5.541107,8.337504,0,29.031048,2.453452,1,0.792109,21.626478,3.67394,0,0.124498,1.287807,4.475657,1131.576004,91.60873,43.15468,1.18675,107.227047,36.270585,0.365171,1
6.487857,5.881618,11.571909,116.006609,40.056224,5467.20695,0.19631,5.862507,9.604927,0.024845,15.246141,2.984804,1.368442,0.750791,9.277619,1,0,0,2.596978,1.285883,647.598083,44.033673,18.841498,1,61.25812,18.77017,0,1
17.683081,10.54159,51.105111,448.390217,63.287805,74903.820638,0.861604,7.411087,10.067607,3.729347,80.732465,20.236751,2.261886,1.052485,31.75893,7.9508,0,0,3.586215,10.620009,2516.566522,169.34888,74.371497,2,270.372105,79.832582,0.563409,1
4,6,6,49,20,1482.42,0.7,1,0,2,8,4,1,1,7,0,0,0,0,1,211.77,21,3,1,28,10,0,0
1,3,2,10,9,95.1,0.1,2,1,0,3,1,0,1,3,0,0,0,0,0,31.7,3,0,0,7,1,0,0
5,1.197296,10.99932,85.841653,34.355216,6440.432084,0.131085,2,0.341618,1.890021,15.42738,2.066887,0,1,16.18888,0.36438,0,0,0.929525,3,497.240824,40.985303,15.151976,2.548044,52.63639,10.821732,0.900076,1
1,6,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
10,0,23,247,45,49003.12,0.45,3,1,0,33,0,11,1,36.12,0,0,0,1,3,1356.49,119,44,2,128,42,1,0
1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
2,4,4,24,15,535.8,0.3,2,0,2,6,2,1,1,5.71,0,0,0,0,1,93.77,10,4,1,14,4,0,0
2,0,4,44,22,2060.26,0.7,1,1,0,5,0,1,1,10.5,1,0,0,0,0,196.21,21,8,0,23,6,0,0
1,0,6,39,21,508.55,0.6,2,3,4,7,0,1,0,2.97,1,0,0,0,0,171.3,19,4,0,20,4,0,0
1,5,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
6.971677,3.317207,21.719254,188.722351,51.458603,22012.556894,0.325388,4.089307,5.688459,5.980068,29.537629,1.340802,3.704833,1,21.893416,3.15917,0.481164,0.17875,0.351039,4.049564,968.065417,93.76109,50.888956,2.297018,90.29452,40.74048,0.266029,1
3,4,6,34,17,802.96,0.5,2,0,3,9,2,1,1,5.78,0,0,0,0,2,138.97,13,6,1,21,6,0,0
1,3,2,12,10,119.59,0.1,1,0,1,3,1,1,1,3,0,0,0,0,0,39.86,6,1,0,6,2,0,0
2.147254,1.25811,12.377128,107.523563,40.02012,7820.595541,0.182232,3.175753,1.971992,0.373177,11.518596,1.151218,1.381144,1,13.864372,2.253455,0,0,0.779729,1.030499,556.76945,51.380066,20,1,55.946131,18.108734,0,1
2.110763,8.101652,15.584942,102.572991,39.365186,10127.739403,0.248128,2.609412,9.039159,0.266096,20.855364,3.576504,4,1.531406,17.648744,3.648619,0,1,0,3.327131,666.132187,60.157161,22.357089,1.846678,57.014037,25.633367,0,1
1,1,2,9,8,54,0.1,0,0,1,3,1,0,1,2,0,0,0,0,0,27,4,0,0,5,1,0,0
25.668857,42.564858,135.628907,1610.914759,125.700679,723174.81742,5.004134,2.782696,7.418177,0.919688,494.120209,27.84224,0.064168,1,73.863715,11.935247,0,0,31.489404,22.355524,11955.747223,649.628826,380.87448,4.957286,893.975042,689.754322,3.942202,1
1,0,2,13,11,188.88,0.1,0,0,0,3,0,1,1,4.2,0,0,0,0,0,44.97,7,2,0,6,1,0,0
1,5,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
2,1,6,84,24,8280.44,0.13,1,1,0,8,1,1,1,21.5,0,0,0,0,1,385.14,43,16,1,41,15,0,0
4.728903,1.581741,12.630936,107.612692,45.330563,7368.932333,0.194049,4.801121,3.808618,0.952728,20.469607,1.206825,2.008228,1,12.386691,1.900776,0,0,1.855539,3.727611,586.335297,52.391827,26.301888,1.146009,48.706685,22.926864,0,1
2,4.281514,6.468039,58.20231,24.837419,2358.015887,0.686133,2.741105,5.086438,0.987514,8.035156,2.200547,1,0.773902,8.872752,1,0,0,0,1,229.888809,28.242558,9.713546,1,26.094328,10,0,1
1,3,2,12,10,119.59,0.1,1,0,1,3,1,1,1,3,0,0,0,0,0,39.86,6,1,0,6,2,0,0
1,1.518617,1.717174,9.948989,9,78.70407,0.1,0.874981,0,0,2.155994,0.115696,1.606442,1.627787,2.466588,0,0,0,0,0,29.4036,4.347835,0.728436,0,5.019815,0.610952,0,1
2,0,3,23,14,481.63,0.3,1,0,1,5,0,1,1,5.5,0,0,0,0,1,87.57,11,2,1,12,2,0,0
1,5,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
65.925258,37.240403,110.98212,2635.43144,129.333572,976742.484246,6.267236,8.092081,10.851305,0.294623,214.442868,30.008805,3.325398,1.673825,80.739568,15.850426,0,1.930758,1.655113,25.149177,9942.10737,705.458728,350.306723,5.619787,1416.13804,598.587463,1,1
1,1,2,8,7,44.92,0.1,0,0,1,3,1,0,1,2,0,0,0,0,0,22.46,3,0,0,5,0,0,0
3.054374,1.72691,9.461107,109.247324,42.442755,7380.248297,0.192277,4.673441,3.703715,0.871585,21.673391,1.05552,2.825613,1,12.316377,1.450401,0,0,1.447045,1.863772,569.563806,51.776418,26.762178,1.652142,53.191717,20.12627,0,1
1,17,2,20,15,446.5,0.3,1,1,1,3,1,2,2,5.71,0,0,0,0,0,78.14,10,2,0,10,4,0,0
3,7,11,80,34,3995.97,0.14,1,1,4,14,3,0,1,9.82,2,0,0,0,2,407,36,13,2,44,12,0,0
29.072463,20.87055,72,543.261474,72.057223,234710.211959,1.261633,4.994449,5.077301,2.598045,106.939506,18.6727,1.937724,1,63.963729,11.463097,0.501663,0.862531,0,28.19651,3580.481348,244.152962,92.406278,6.294436,302.296996,126.775,5.213476,1
1.267546,4.641211,5.642938,71.958461,26.700851,2888.215711,0.644276,5.954196,1.581018,0,9.483251,3,1.35276,1,8.150185,1,0,0,1.279116,0.545483,292.611589,29.434052,6.870083,0.582051,42.335624,10.144488,0,1
1,1,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
4,4,10.486491,90.374654,27.886122,5197.551708,0.14515,2,8.258396,0.256458,13.601666,2,0.408555,1,12.798408,0.889622,0,0.263765,1.093082,4.488857,440.142492,33.169642,10.9003,2,54.756511,9.834264,0,1
6,3,18,276,52,65546.6,0.52,0,0,0,37,3,0,1,41.66,12,0,0,3,2,1573.32,123,61,1,153,65,2,0
5.701507,4.908887,9.3374,97.650595,35.82835,5501.702569,0.179182,2.685424,8.086382,0,13.136218,3.403662,1.485279,1.497667,11.15658,0.342385,0,0.884474,1.980767,2.079244,456.094264,40.860447,13.770717,1.932531,58.748657,12.453522,0,1
4.580025,2.316693,7.540487,94.960172,28.186956,6567.738032,0.147518,2,1,0.463851,18.704267,2.501077,1.440899,1,16.208557,0.869211,0,0,0.495128,1.329229,479.439379,42.508357,19.157625,0.191118,46.236258,13.784984,0,1
1,0,1,8,7,26.95,0.1,0,0,0,1,0,2,0,1.2,0,0,0,0,0,22.46,6,0,0,2,0,0,0
1,3,2,15,13,194.27,0.2,0,0,1,3,1,0,1,3.5,0,0,0,0,0,55.51,6,0,0,9,1,0,0
2,14,9,45,23,1679.37,0.7,2,0,3,14,7,2,0,8.25,0,0,0,0,5,203.56,18,4,2,27,4,0,0
12.728858,2.661899,19.109218,196.445249,44.054673,22094.178543,0.35398,5,6.085401,0,35.168832,1.278764,1.456992,1,22.006151,3,0.301923,0,0.754964,2.902403,1038.253622,87.724528,45.672809,1,114.292875,37.453552,0,1
38.51992,33.069499,99.857714,1290.870662,103.116494,556827.73033,2.998715,23.058711,27.506666,5.812637,117.470588,27.569307,3.582585,1.597152,86.963597,16.220195,0,2.374099,2.590589,25.52847,8823.316874,539.659877,144.302731,7.378584,625.062445,164.982144,1.327009,1
3,1,9,62,29,3915.53,0.1,1,2,1,8,1,3,1,13,0,0,0,0,1,301.19,32,8,1,30,11,1,0
22.644888,10.067809,64.708525,531.310436,79.842713,196529.823353,1.299046,8.205944,6.536031,2.291215,77.318239,14.884311,0,0.105654,55.767627,14.395463,0,0,2.60605,19.270272,3583.823913,250.471807,108.422197,5.585558,282.383241,89.663244,4.412988,1
2.343089,0,6.309869,63.721852,28.1054,2442.620726,0.1,3.559872,4.845243,0.203547,11.587963,0,1,1,8.558887,0.413812,0,0,0.055267,0.571786,306.328306,27.273086,8.315346,0.458425,33.252898,11.048427,0,1
1,0,4,26,12,605.86,0.3,1,0,1,5,0,1,1,6.5,0,0,0,0,0,93.21,13,2,0,13,3,0,0
8.241432,4.821751,30.585667,239.824113,74.800588,44801.618864,0.566602,14.761294,15.50389,0,32.501381,4.634828,3.438763,1,32.005186,7.259843,0.680265,0.40237,0,4.449407,1457.288516,128.322866,44.047632,2.301026,125.996868,51.836011,2,1
2,5,4,43,22,1460.29,0.6,2,0,3,5,3,2,1,7.62,0,0,0,0,0,191.76,22,4,0,21,7,0,0
5,3,14,95,42,8452.46,0.17,4,2,2,17,1,2,1,16.5,2,0,1,2,5,512.27,44,14,3,51,14,1,0
5,4,17,96,30,5999.84,0.16,2,3,1,16,2,1,1,12.74,3,0,0,1,4,471.6,44,9,3,52,18,2,0
1,3,3,18,12,207.42,0.2,1,1,2,4,1,1,1,3.21,0,0,0,0,0,64.53,9,2,0,9,2,0,0
24,16,61,365,55,69858.6,0.7,3,13,0,92,14,5,1,33.11,1,0,0,0,21,2110.2,148,85,5,217,58,0,0
2.715647,9.993894,14.844313,121.519731,51.871402,7373.736735,0.240197,7.420436,8.248755,1.699873,21.781299,2.574414,1,1,10.732502,2,0.005653,0.349713,1.761544,4.708904,757.153281,59.617766,25.560439,1.49919,63.433498,18.587733,0,1
4,3,14,86,31,5538.79,0.14,3,2,2,18,1,0,1,13,4,1,0,1,5,426.6,36,12,2,50,12,0,0
1,7,2,14,11,254.27,0.2,2,1,0,3,1,1,2,5.25,0,0,0,0,0,48.43,6,1,0,8,2,0,0
2,0,5,51,24,1613.45,0.8,2,1,0,7,0,1,1,6.9,0,0,0,0,1,233.83,23,10,1,28,6,0,0
20.02055,16.69824,59.655844,488.504443,93.281188,127766.752456,1.5,9.573309,19.057139,2.353988,76.405813,13.337971,1.342029,1.141479,40.54979,11.56754,0,0.747923,1.867629,21.35636,3149.49703,235.377522,85.766234,7,263.849041,92.492842,3.81503,1
3,19,8,53,25,1837.14,0.8,1,4,2,11,2,0,1,7.46,1,0,0,1,3,246.12,19,2,1,34,6,0,0
1,10,2,21,16,210,0.3,2,0,0,3,1,1,0,2.5,0,0,0,0,0,84,11,0,0,10,1,0,1
1.91598,0,3.550929,23.131032,15.901749,519.026671,0.3,0.300978,0,0.712815,7.215818,0,0.915341,1,4.523392,0,0,0,0,1.98262,93.297734,13.817887,4.297106,0.523024,12.402109,3.947987,0,1
2.939567,3.305047,7.752351,44,20.481306,1085.291774,0.6,1.581709,0,1.301141,11.080012,1.426959,0.298827,1,5.607681,0,0,0,0,2.611711,188.053,20.962372,6.862645,0.82903,27.134715,6.226608,0,1
9.7153,2.867629,32.741658,217.342758,51.512584,40018.391135,0.44165,2.473066,2.70805,7.211497,37.469826,2.783093,1,1,35.348601,2.610686,0.976568,0.573657,0,6.378546,1453.345654,115.932916,35.784843,2.945454,137.799831,33.302139,0.323957,1
1,6,3,40,23,1658.64,0.6,2,2,1,4,2,3,3,9.17,1,0,0,0,0,180.94,20,6,0,20,6,0,0
4,0,10,60,28,3353.13,0.1,2,2,0,10,0,2,1,11.62,1,0,0,0,2,288.44,31,6,2,29,12,1,0
17.428875,11.848101,54.388007,544.396129,91.085795,122497.177998,1.312893,9.104241,9.224778,11,72.203677,8.127751,1,1,32.925031,10.366961,0,0.843236,4.356408,21,3200.81304,262.859551,90.232056,5.375173,289.291981,86.785642,0.381824,1
1,0,3,22,13,427.4,0.3,1,1,0,4,0,0,1,5.25,0,0,0,0,0,81.41,9,2,0,13,4,0,0
6,6,16,114,40,6500.36,0.2,5,3,5,22,4,3,1,10.71,0,0,1,0,7,606.7,50,13,3,64,16,0,0
11.63482,12.809902,40.283031,370.633721,70.80325,108271.395309,0.724008,4.503759,1.975819,0.521946,41.852377,10,1.023739,1,53.784126,4.136391,0,0,0.904096,11,2119.406953,160.659528,49.96112,3.761599,199.669449,56.513739,4.685609,1
1,0,1,10,9,36.23,0.1,1,0,0,4,0,3,0,1.14,0,0,0,0,0,31.7,8,0,0,2,0,0,0
8.803243,3,29.921699,179.351876,43.432849,20926.522578,0.344356,3,6.450397,4.815461,29.052612,2.550617,0.809486,1,20.844576,2.299008,0,0,0,7.041295,1027.716677,82.471458,30.097486,2.68001,101.709456,26.628985,0.336198,1
2.519905,3,11.486049,113.651754,35.303398,5548.761298,0.201721,5.069214,10.026445,5.270447,16,1,1,0,8.903378,1,0,0,2.0298,2,626.882606,51.518694,18.924412,1,59.278756,18.804495,0,1
4.34973,3.513752,11,96.468674,30.14642,5142.061071,0.143459,2.725627,1.652792,1.921286,19.806699,1.245333,0.908152,1,10.830127,1.38137,0,0,1.377193,1.67662,424.362593,43.401028,11.746502,1.512996,53.72653,13.592921,0,1
1,3,2,21,17,381.5,0.3,4,2,0,4,1,1,1,4.44,0,1,1,0,0,85.84,10,1,0,11,4,0,0
5,4,14,70,26,2525.8,0.11,4,0,5,19,2,3,1,7.68,0,0,0,2,6,329.3,29,14,2,41,14,0,0
3,1.134382,7.202727,74.436738,30.75611,3871.713042,0.159605,1.215722,0.086916,0,12.043316,1.843666,3.911816,1,13.038464,0,0,0,0.139583,2.675805,391.477953,38.209189,8.056321,1.496254,34.285765,15.522984,0.442398,1
1.735572,3.1619,8,43.966778,24.961094,1413.651145,0.686922,3.997059,0.984995,0.037099,11.573753,2.513233,3,1,7.457883,0,0,0,0,0.854302,190.292468,21.636593,7.968027,0.144256,23.054527,9,0,1
1,14.0999,1,7.133515,7.606528,48.088523,0.1,0.912335,0,0,1,0.069869,0.878576,2,2.210596,0,0,0,0,0,22.08358,2.278226,0,0,4.883113,0,0,1
2,3,4,22,14,418.81,0.3,0,1,1,6,1,1,1,5,0,0,0,0,1,83.76,10,3,1,12,2,0,0
1,18.70319,1.292922,9.593837,8.46344,62.236343,0.1,0.431969,0,0,1.015478,1.012913,1.144119,1.524308,2.106777,0,0,0,0,0,32.402737,3.962119,0,0,4.762688,0.782323,0,1
1,4,2,17,14,242.72,0.2,2,1,0,3,2,2,1,3.75,0,0,0,0,0,64.73,10,2,0,7,3,0,0
1,0,3,16,11,207.57,0.2,0,0,0,4,0,2,1,3.75,0,0,0,0,0,55.35,9,4,0,7,2,0,0
55.722118,24.883468,156.457742,1367.483868,174.350904,479010.469984,3.269047,6.807716,2.129906,6.117894,260.284703,25.486591,3.58844,1.792478,55.23184,5.230886,0,1.423566,1.396218,41.630844,9908.777666,563.215192,351.018029,3.822529,762.33981,278.666992,0.305727,1
28.624358,8.192486,56.896907,525.369451,84.814794,201214.488218,1.647223,6.773948,10.738711,2.976291,74.383774,11.380721,0.404829,1,54.786501,5.066203,0,0.013092,6.20557,20.060821,3757.806669,241.529217,92.457915,3.333693,285.436946,99.263477,2.781465,1
1,0,1,7,7,29.48,0.1,1,0,0,1,0,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
46.685483,18.86593,194.743553,891.959194,157.791655,540624.89251,1.968994,1.027056,10.706645,8.658781,112.101788,13.413288,0.380715,1,87.86281,7.059371,0,0,2.527948,29.405934,8839.207427,478.589987,244.098174,4.557203,649.513203,219.864265,0.410208,1
1,7,2,10,9,126.8,0.1,1,0,0,3,1,0,1,4,0,0,0,0,0,31.7,4,1,0,6,1,0,0
1,0,2,14,12,245.93,0.2,1,0,0,3,0,1,1,4.9,0,0,0,0,0,50.19,7,2,0,7,1,0,0
4,3,9,60,28,3494.58,0.1,3,1,3,13,1,0,1,12.12,1,0,1,1,4,288.44,21,3,2,39,7,0,0
9,5,24,179,38,34663.9,0.31,3,2,0,23,3,0,1,36.9,8,0,0,2,4,939.38,82,33,2,97,34,2,0
59.762212,25.961988,174.829302,1006.849338,147.687168,323702.289501,2.88252,1.93391,16.320702,6.562158,296.832299,29.931751,1,1,43.974085,15.478538,0,0.021203,1.047751,33.768831,9153.2262,444.717526,313.621033,5.487553,803.487774,239.044742,2.454842,1
1,3,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
2.834748,6.879766,20,147.501636,52.256592,9493.022608,0.275112,8.840792,12,3.449959,28.28888,2,5.391359,1,11.737516,4,0,0.890147,0.595356,3.675139,817.759895,71.600699,24.107785,1.990563,73.611928,23.250487,0,1
11.650306,12.219002,37.092933,259.276947,77.272723,36188.055758,0.54426,6.495702,14.156031,0.924052,50.163321,11.814173,3,1,21.911745,6.18601,0,0,1.092046,14.574463,1625.9388,112.158548,54.426058,4.199739,146.005027,51.189991,0.71404,1
3,4,6,70,25,6691.2,0.11,2,1,0,9,1,2,1,20.58,2,0,0,0,0,325.7,38,14,0,32,16,0,0
2,5.326659,6,46.568501,22.972948,1683.799919,0.7,2.794156,1.807305,0.339053,8,1,3.549316,1,7.967689,0.870801,0.994005,0,0,0.601074,210.854169,22.057496,7.999762,0.432689,22.138502,6.173104,0,1
7.218947,7.122396,17.094325,169.07228,43.938451,21171.907382,0.310376,3.298628,4.92077,0.069608,23.038243,2.192467,3.63402,1.15351,23.180667,3,0.283453,0,0,1.301263,876.283603,78.137486,47.251226,1.116058,71.771101,38.793534,1.935802,1
30.779328,20.00615,72,543.868871,71.879466,234141.005878,1.142346,4.544401,4.740982,2.775688,102.43521,24.357194,1.890523,1,62.850521,6.361113,0.195711,0.339376,0,31.580202,3445.154223,244.889531,92.619578,6.41657,357.572458,126.35547,5.614593,1
1,0,2,15,11,194.59,0.2,1,0,1,3,0,2,1,3.75,0,0,0,0,0,51.89,9,2,0,6,3,0,0
3,3,10,103,37,4769.54,0.18,5,10,4,14,1,1,0,8.89,1,0,0,2,2,536.57,48,16,1,55,16,0,1
1,4,1,8,8,48,0.1,1,0,0,1,2,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
2,0,2,21,14,479.73,0.3,1,0,1,4,0,0,1,6,0,1,0,0,0,79.95,9,1,0,12,1,0,0
1,1,3,13,9,128.78,0.1,0,0,2,4,1,0,1,3.12,0,0,0,0,0,41.21,5,1,0,8,0,0,0
1,0,2,12,10,179.38,0.1,0,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
3,0,4,43,19,1479.55,0.6,0,0,1,5,0,0,1,8.1,0,0,0,0,0,182.66,18,5,0,25,5,0,0
2,5,5,43,23,2402.24,0.6,0,0,1,9,2,0,1,12.35,1,0,0,0,1,194.51,19,8,1,24,4,0,0
1,3,2,16,14,228.44,0.2,0,0,0,3,1,3,1,3.75,0,0,0,0,0,60.92,10,1,0,6,0,0,0
4.952675,18.307179,5.283532,63.324099,30.27749,3828.600113,0.10357,2.172581,0.13087,0,10.561122,5.426919,0.82776,1.235547,12.502023,2,0.676096,0.405384,0,0.771853,307.927958,30.101776,10.722654,0.923904,35.687402,10.368657,0.243965,1
1,0,3,33,20,950.82,0.5,2,0,1,12,0,3,1,6.67,1,0,0,0,0,142.62,20,6,0,13,7,0,0
1,1,2,11,10,91.35,0.1,0,0,1,3,1,0,1,2.5,0,0,0,0,0,36.54,5,1,0,6,1,0,0
11.312321,9.150841,46.458021,369.5171,71.082906,74636.468435,0.746751,9,9.914108,3.747143,55.719447,6.984518,1.646047,1,32.836873,12.185732,0,0,4,9.442332,2268.236878,168.31004,71.858546,2.721206,201.42617,75.31308,2.020965,1
4,1,7,65,32,3335.53,0.11,2,3,0,11,1,1,0,10.26,3,0,0,0,1,325,30,10,1,35,12,2,0
6.05947,8.432981,22.843031,135.475871,50.226651,14719.098877,0.279687,7.45199,8.177681,1.108884,25.142755,5.638006,2.84239,1,21.466975,5.714081,0,1,0.929978,6.827403,721.990715,63.100521,20.885606,4.271679,64.209512,22.928579,1.784496,1
1,1,1,7,7,29.48,0.1,0,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
10,10.70589,31.521445,242.017575,73.26882,25454.86029,0.53482,11.278667,14.931832,2,41.932582,5.756141,1.861405,1,17.70249,6.755376,0.359567,2.835308,2.749392,11.104035,1604.833896,100.324847,49.934878,4.685706,135.966804,38.863784,0.339901,1
