@relation 2.b.RUS

@attribute COMP numeric
@attribute NOCL numeric
@attribute NOS numeric
@attribute HLTH numeric
@attribute HVOC numeric
@attribute HEFF numeric
@attribute HBUG numeric
@attribute CREF numeric
@attribute XMET numeric
@attribute LMET numeric
@attribute NLOC numeric
@attribute NOC numeric
@attribute NOA numeric
@attribute MOD numeric
@attribute HDIF numeric
@attribute VDEC numeric
@attribute EXCT numeric
@attribute EXCR numeric
@attribute CAST numeric
@attribute TDN numeric
@attribute HVOL numeric
@attribute NAND numeric
@attribute VREF numeric
@attribute MDN numeric
@attribute NOPR numeric
@attribute NEXP numeric
@attribute LOOP numeric
@attribute defective {0,1}

@data
1,3,2,9,8,67.5,0.1,1,0,1,3,1,0,1,2.5,0,0,0,0,0,27,3,0,0,6,1,0,0
1,7,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
1,5,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
1,6,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
3,16,12,68,31,5053.28,0.11,4,1,1,12,1,1,1,15,3,0,1,0,2,336.89,32,9,1,36,15,1,0
2,15,5,27,18,675.53,0.4,3,1,0,7,3,2,1,6,0,0,0,0,2,112.59,12,2,1,15,4,0,0
1,15,1,7,6,36.19,0.1,1,0,0,1,1,1,0,2,0,0,0,0,0,18.9,4,0,0,3,0,0,0
4,1,11,94,40,7210.29,0.17,2,0,2,20,1,0,1,14.41,1,0,1,0,3,500.26,39,11,2,55,11,1,0
1,4,7,61,23,2133.91,0.9,1,0,1,8,4,0,1,7.73,1,0,0,1,0,275.94,29,10,0,32,6,0,0
1,0,4,22,13,586.15,0.3,2,2,1,5,0,0,1,7.2,1,0,0,0,0,81.41,9,2,0,13,3,0,0
1,0,3,23,14,340.55,0.3,2,2,0,4,0,2,1,3.89,0,0,0,0,0,87.57,14,4,0,9,4,0,0
1,0,2,26,18,517.45,0.4,1,1,1,3,0,3,1,4.77,0,0,0,0,0,108.42,15,3,0,11,6,0,0
3,2,9,68,25,2600.56,0.11,1,2,1,11,2,2,1,8.24,0,0,0,0,1,315.78,35,15,1,33,14,0,0
1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
31,19,81,685,100,347441.45,1.52,11,11,0,137,15,3,2,76.34,18,0,1,0,14,4551.4,310,138,4,375,165,2,0
3,4,6,34,17,802.96,0.5,2,0,3,9,2,1,1,5.78,0,0,0,0,2,138.97,13,6,1,21,6,0,0
1,6,3,25,15,366.27,0.3,2,0,1,4,3,4,1,3.75,0,0,0,0,0,97.67,15,4,0,10,4,0,0
1,16,5,32,18,907.38,0.4,3,3,0,6,1,2,1,6.8,1,0,0,0,0,133.44,17,5,0,15,5,0,0
2,0,3,23,13,612.79,0.3,1,0,1,4,0,0,1,7.2,0,0,0,0,0,85.11,9,1,0,14,3,0,0
2,3,9,59,24,3090.9,0.9,1,1,1,8,1,1,1,11.42,2,0,0,0,1,270.51,27,7,1,32,9,1,0
1,6,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
4,1,9,56,30,2416.5,0.9,1,1,1,12,1,0,2,8.79,0,0,0,0,1,274.79,23,15,1,33,8,0,0
8,12,21,135,46,13550.82,0.25,6,5,0,29,8,2,1,18.17,3,0,0,4,7,745.68,62,30,3,73,25,2,0
11,12,32,258,63,33310.19,0.51,7,8,4,45,8,1,2,21.6,1,1,2,1,15,1542.14,108,29,3,150,33,0,0
1,0,2,10,10,99.66,0.1,0,0,0,3,0,0,1,3,0,0,0,0,0,33.22,4,2,0,6,1,0,0
1,3,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,10,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,9,1,6,6,15.51,0.1,2,0,0,1,1,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
2,0,6,41,20,1004.13,0.6,1,5,0,7,0,0,1,5.67,0,0,0,1,0,177.2,17,8,0,24,2,0,0
1,0,4,61,25,1652.44,0.9,5,4,1,8,0,3,1,5.83,0,0,0,0,0,283.28,30,7,0,31,13,0,0
1,4,1,10,10,66.44,0.1,0,0,0,2,2,2,1,2,0,0,0,0,0,33.22,6,0,0,4,0,0,0
10,21,27,218,69,26904.93,0.44,13,10,0,38,10,1,2,20.2,6,0,1,1,9,1331.66,99,28,6,119,34,2,0
1,4,1,14,12,125.47,0.2,0,0,0,6,2,4,1,2.5,0,0,0,0,0,50.19,10,0,0,4,0,0,0
1,7,1,6,5,20.9,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,13.93,2,0,0,4,0,0,0
4,5,20,134,42,8959.87,0.24,1,1,5,24,5,0,1,12.4,5,0,0,0,3,722.57,62,25,2,72,24,0,0
2,7,5,31,19,574.63,0.4,1,1,2,8,4,0,1,4.36,0,0,0,1,1,131.69,12,7,1,19,5,0,0
1,1,2,24,15,406.32,0.3,1,2,0,3,1,2,1,4.33,0,0,0,0,0,93.77,13,2,0,11,4,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
1,3,1,7,7,29.48,0.1,1,0,0,1,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,8,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
3,0,8,76,31,6353.76,0.13,2,2,0,11,0,1,1,16.88,3,0,0,0,1,376.52,36,12,1,40,14,1,0
1,7,4,46,26,1201.22,0.7,1,1,1,12,4,0,1,5.56,1,0,0,1,0,216.22,25,11,0,21,10,0,0
1,3,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,0,1,8,7,26.95,0.1,0,0,0,1,0,2,0,1.2,0,0,0,0,0,22.46,6,0,0,2,0,0,0
1,3,2,12,10,119.59,0.1,1,0,1,3,1,1,1,3,0,0,0,0,0,39.86,6,1,0,6,2,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
1,0,3,31,19,1007.4,0.4,1,2,0,4,0,2,0,7.65,1,0,0,1,0,131.69,17,5,0,14,4,0,0
3,0,6,35,19,1156.38,0.5,2,3,0,9,0,2,1,7.78,0,0,1,0,3,148.68,14,4,2,21,4,0,0
1,0,1,8,7,26.95,0.1,0,0,0,1,0,2,0,1.2,0,0,0,0,0,22.46,6,0,0,2,0,0,0
5,3,11,83,34,5172.68,0.14,5,4,2,14,1,0,1,12.25,3,1,0,0,2,422.26,35,12,1,48,15,0,0
1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
5,4,14,70,25,2651.35,0.11,3,0,5,19,2,3,1,8.16,0,0,0,2,6,325.7,29,14,2,41,14,0,0
1,3,2,22,15,451.25,0.3,0,0,1,3,1,1,1,5.25,0,0,0,0,0,85.95,12,3,0,10,5,0,0
1,2,2,14,13,207.22,0.2,0,0,0,3,1,0,2,4,0,0,0,0,0,51.81,5,2,0,9,2,0,0
1,3,2,22,16,565.71,0.3,2,1,0,3,1,0,1,6.43,0,0,0,0,0,88,10,3,0,12,3,0,0
1,12,2,25,16,916.67,0.3,0,0,0,3,1,0,2,9.17,0,0,0,0,0,100,11,4,0,14,3,0,0
1,4,1,16,12,172.8,0.2,0,0,0,7,2,5,1,3,0,0,0,0,0,57.36,12,0,0,4,0,0,0
2,3,3,19,13,369.12,0.2,1,1,0,5,1,1,1,5.25,0,0,0,0,1,70.31,9,3,1,10,2,0,0
1,8,2,10,9,126.8,0.1,1,0,0,3,1,0,1,4,0,0,0,0,0,31.7,4,1,0,6,1,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,3,2,8,8,60,0.1,1,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
9,2,33,238,62,35064.95,0.47,6,9,1,40,2,1,1,24.74,9,0,1,1,9,1417.1,112,41,3,126,47,2,0
1,1,2,15,12,225.85,0.2,1,0,1,3,1,0,1,4.2,0,0,0,0,0,53.77,6,0,0,9,1,0,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
14,8,36,304,82,37506.38,0.64,14,11,2,66,6,1,0,19.41,7,0,1,0,10,1932.7,138,47,2,166,62,0,0
4,2,10,84,40,5055.1,0.15,5,4,0,11,2,1,1,11.31,2,0,0,1,1,447.4,42,14,1,42,14,1,0
1,19,6,35,18,729.74,0.5,2,0,3,7,1,1,1,5,1,0,0,0,0,145.95,20,9,0,15,8,0,0
1,8,4,94,31,2682.4,0.16,4,5,3,14,6,3,1,5.76,0,0,0,0,0,465.69,48,8,0,46,18,0,0
1,48,1,5,5,17.41,0,1,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,9,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
2,3,5,32,17,606.43,0.4,1,2,1,7,1,1,0,4.64,1,0,0,0,1,130.8,17,5,1,15,6,0,0
1,2,2,17,14,302.5,0.2,0,0,0,3,2,0,2,4.67,0,0,0,0,0,64.73,7,2,0,10,1,0,0
1,0,2,14,12,161.32,0.2,3,0,0,6,0,3,1,3.21,0,0,0,0,0,50.19,9,1,0,5,1,0,0
4,2,6,54,30,2898.13,0.9,4,2,0,10,2,3,1,10.94,1,0,1,0,2,264.97,25,5,1,29,10,0,0
5,12,19,135,38,9092.3,0.24,4,2,2,24,10,3,1,12.83,0,0,1,0,6,708.47,63,20,3,72,18,0,0
2,0,4,38,26,1454.45,0.6,4,1,1,5,0,2,1,8.14,1,1,0,0,0,178.62,19,5,0,19,4,0,0
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
1,5,2,8,8,60,0.1,0,0,0,3,2,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
4,10,13,153,48,16869.47,0.28,2,5,1,30,10,0,1,19.74,1,0,0,0,2,854.5,72,14,1,81,28,1,0
1,2,2,9,8,67.5,0.1,0,0,1,3,2,0,1,2.5,0,0,0,0,0,27,3,0,0,6,0,0,0
3,0,5,57,24,3266.79,0.9,2,2,1,6,0,1,1,12.5,1,0,0,1,0,261.34,25,7,0,32,8,0,0
2,4,4,24,15,535.8,0.3,2,0,2,6,2,1,1,5.71,0,0,0,0,1,93.77,10,4,1,14,4,0,0
5,8,28,192,66,21696.75,0.39,4,2,5,39,8,1,1,18.7,3,0,0,0,5,1160.52,86,38,2,106,35,0,0
1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
4,1,12,70,38,3214.36,0.12,2,2,2,15,1,1,2,8.75,0,0,0,0,3,367.35,30,16,2,40,10,0,0
4,7,20,134,42,8959.87,0.24,1,1,5,24,2,0,1,12.4,5,0,0,0,3,722.57,62,25,2,72,24,0,0
2,1,6,84,24,8280.44,0.13,1,1,0,8,1,1,1,21.5,0,0,0,0,1,385.14,43,16,1,41,15,0,0
1,9,2,9,7,47.37,0.1,1,0,0,3,1,1,0,1.88,0,0,0,0,0,25.27,5,1,0,4,1,0,0
1,12,1,8,8,48,0.1,2,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
1,0,3,23,14,340.55,0.3,2,2,0,4,0,2,1,3.89,0,0,0,0,0,87.57,14,4,0,9,4,0,0
6,4,17,111,34,12047.11,0.19,2,2,0,23,4,0,1,21.33,3,0,1,0,5,564.71,48,22,2,63,19,2,0
6,8,19,164,51,19789.54,0.31,2,3,2,37,1,3,1,21.27,2,0,0,0,6,930.28,78,31,3,86,41,0,0
1,0,3,22,15,343.81,0.3,0,0,0,4,0,3,1,4,0,0,0,0,0,85.95,12,4,0,10,3,0,0
1,16,2,26,20,457.51,0.4,6,0,1,3,1,5,1,4.7,0,1,0,0,0,112.37,19,5,0,7,5,0,0
2,6,10,58,27,2352.27,0.9,1,1,3,10,2,0,1,8.53,3,0,0,0,1,275.78,29,8,1,29,12,1,0
1,3,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
2,0,4,27,17,588.59,0.4,1,0,1,6,0,1,1,5.33,0,0,0,0,1,110.36,12,2,1,15,4,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
15,12,50,363,60,74598.26,0.71,4,10,2,68,10,5,1,34.79,7,0,0,0,17,2144.2,176,102,5,187,70,0,0
1,4,1,31,18,406.27,0.4,0,0,0,12,2,10,1,3.14,0,0,0,0,0,129.27,22,0,0,9,0,0,0
1,4,1,7,7,29.48,0.1,0,0,0,2,2,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
3,1,7,76,32,5320,0.13,1,2,0,10,1,0,1,14,3,0,0,0,0,380,36,17,0,40,13,1,0
1,3,2,14,11,203.41,0.2,2,1,0,3,1,1,1,4.2,0,0,0,0,0,48.43,7,1,0,7,3,0,0
1,0,3,16,11,207.57,0.2,0,0,0,4,0,2,1,3.75,0,0,0,0,0,55.35,9,4,0,7,2,0,0
1,3,3,20,15,341.85,0.3,0,0,0,4,1,0,0,4.38,1,0,0,0,0,78.14,10,3,0,10,3,0,0
3,1,8,47,29,1762.38,0.8,1,1,1,10,1,0,2,7.72,0,0,0,0,1,228.33,19,11,1,28,6,0,0
1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,1,2,15,12,225.85,0.2,1,1,0,3,1,0,1,4.2,0,0,0,0,0,53.77,6,1,0,9,2,0,0
2,15,5,27,18,675.53,0.4,3,1,0,7,3,2,1,6,0,0,0,0,2,112.59,12,2,1,15,4,0,0
1,1,2,9,8,54,0.1,0,0,1,3,1,0,1,2,0,0,0,0,0,27,4,0,0,5,1,0,0
1,4,2,12,11,124.54,0.1,2,1,0,3,2,0,1,3,0,0,0,0,0,41.51,5,0,0,7,2,0,0
2,4,8,65,32,2289.77,0.11,3,4,4,17,2,1,1,7.5,0,0,1,0,2,325,31,10,1,34,11,0,0
1,3,4,26,18,352.36,0.4,2,1,2,5,1,1,1,3.25,0,0,0,0,0,108.42,13,4,0,13,3,0,0
1,3,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
2,0,2,27,18,1150.1,0.4,2,0,0,3,0,1,2,10.21,0,0,0,0,0,112.59,13,3,0,14,3,0,0
2,3,6,53,31,2404.61,0.9,6,4,0,8,1,4,1,9.16,1,1,0,1,1,262.57,29,9,1,24,9,0,0
3,1,7,44,27,1506.35,0.7,1,1,1,9,1,0,2,7.2,0,0,0,0,1,209.22,18,10,1,26,6,0,0
5,0,16,105,32,15862.5,0.18,0,0,1,21,0,1,1,30.21,3,0,0,0,6,525,47,17,1,58,17,1,0
1,3,2,8,8,60,0.1,0,0,0,3,1,0,1,2.5,0,0,0,0,0,24,3,1,0,5,1,0,0
3,21,9,72,35,4146.33,0.12,6,2,4,12,1,4,2,11.23,1,0,1,0,2,369.31,38,12,1,34,13,0,0
1,3,2,10,10,83.5,0.1,2,0,0,3,1,1,1,2.5,0,0,0,0,0,33.22,5,0,0,5,1,0,0
1,11,2,17,12,213.31,0.2,1,1,1,3,1,0,1,3.5,0,0,0,0,0,60.94,7,0,0,10,2,0,0
5,9,6,68,24,6110.84,0.1,0,0,0,11,2,1,2,19.6,0,0,0,0,0,311.78,28,9,0,40,10,0,0
1,13,4,24,15,642.96,0.3,2,2,0,5,1,1,1,6.86,1,0,0,0,0,93.77,12,3,0,12,4,0,0
1,1,3,20,11,456.64,0.2,0,0,0,4,1,2,1,6.6,0,0,0,0,0,69.19,11,4,0,9,2,0,0
2,4,5,40,20,1901.65,0.6,1,1,0,7,1,1,1,11,1,0,0,0,1,172.88,18,4,1,22,5,1,0
2,8,9,54,27,2206.56,0.9,1,3,2,11,1,2,1,8.59,1,0,0,0,1,256.76,25,9,1,29,6,0,0
5,4,11,85,38,11020.65,0.15,0,0,0,10,1,1,3,24.71,3,0,0,0,1,446.7,40,14,1,45,15,1,0
1,7,2,10,9,126.8,0.1,1,0,0,3,1,0,1,4,0,0,0,0,0,31.7,4,1,0,6,1,0,0
6,7,22,167,44,19015.98,0.3,3,5,1,25,7,0,1,20.86,3,0,0,1,7,911.73,73,17,2,94,25,2,0
2,0,5,29,16,894.86,0.4,2,1,0,7,0,1,1,7.71,0,0,0,0,2,116,12,4,1,17,3,0,0
3,6,18,167,55,17709.7,0.32,2,2,0,28,5,0,1,18.34,4,0,0,0,3,965.49,82,34,1,85,30,0,0
2,7,6,38,19,1307.51,0.5,2,1,1,8,1,1,1,8.1,1,0,0,1,1,161.42,18,5,1,20,6,0,0
4,0,10,73,29,5792.33,0.12,2,1,0,11,0,1,1,16.33,2,0,0,0,1,354.63,35,9,1,38,13,1,0
1,4,3,21,16,420,0.3,2,2,0,4,2,0,1,5,1,1,0,0,0,84,10,1,0,11,3,0,0
1,19,5,32,17,677.78,0.4,2,0,2,6,2,1,1,5.18,1,0,0,0,0,130.8,19,9,0,13,8,0,0
1,0,2,8,8,60,0.1,0,0,0,3,0,0,1,2.5,0,0,0,0,0,24,3,0,0,5,1,0,0
1,1,2,9,8,54,0.1,0,0,1,3,1,0,1,2,0,0,0,0,0,27,4,0,0,5,1,0,0
2,4,7,45,20,1000.22,0.6,1,2,2,9,2,1,0,5.14,1,0,0,0,1,194.49,24,8,1,21,10,0,0
4,4,15,166,50,11112.44,0.31,11,17,0,29,1,1,2,11.86,0,0,0,0,1,936.88,61,24,1,105,32,0,0
2,4,4,38,23,939.29,0.6,4,4,0,5,2,1,1,5.46,1,0,0,0,0,171.9,17,4,0,21,6,0,0
2,6,7,35,20,1052,0.5,2,0,0,9,1,2,1,6.95,0,1,0,0,2,151.27,17,8,1,18,5,0,0
9,10,25,250,67,29132.39,0.51,17,15,1,42,8,1,1,19.21,3,1,4,0,12,1516.52,113,32,3,137,43,0,0
1,5,2,17,14,345.2,0.2,0,0,0,3,1,1,2,5.33,0,0,0,0,0,64.73,8,2,0,9,1,0,0
4,0,11,69,30,8125.81,0.11,0,0,0,11,0,4,2,24,1,0,0,0,3,338.58,32,10,2,37,11,1,0
1,9,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
1,6,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,0,2,12,10,179.38,0.1,1,0,0,3,0,1,1,4.5,0,0,0,0,0,39.86,6,2,0,6,1,0,0
1,3,2,15,12,161.32,0.2,0,0,2,3,1,0,0,3,0,0,0,0,0,53.77,6,0,0,9,1,0,0
3,6,8,51,21,2587.29,0.7,2,1,2,12,2,0,1,11.55,0,0,0,0,3,224.1,21,7,3,30,8,0,0
4,3,15,94,27,8923.23,0.15,2,3,1,13,1,1,1,19.96,2,0,0,2,4,446.96,43,11,2,51,13,2,0
1,7,1,5,5,17.41,0,1,0,0,1,1,0,1,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,3,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
4,7,8,47,24,2262.68,0.7,1,1,0,11,2,2,1,10.5,0,0,0,0,2,215.49,21,8,1,26,9,0,0
3,1,6,68,29,3129.8,0.11,3,6,0,7,1,0,1,9.47,2,0,0,0,0,330.34,31,10,0,37,10,0,0
5,4,14,70,26,2525.8,0.11,4,0,5,19,2,3,1,7.68,0,0,0,2,6,329.3,29,14,2,41,14,0,0
9,3,22,160,51,14106.51,0.3,5,4,1,36,3,2,1,15.54,3,0,0,2,1,907.59,68,31,1,92,28,0,0
1,0,3,25,12,537.74,0.3,1,1,0,4,0,1,1,6,0,0,0,0,0,89.62,12,4,0,13,2,0,0
1,12,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
2,0,6,49,24,2186.15,0.7,3,3,1,7,0,1,2,9.73,2,0,0,1,0,224.66,23,6,0,26,8,0,0
1,0,1,6,6,31.2,0.1,1,0,0,1,0,0,2,2,0,0,0,0,0,15.51,2,0,0,4,0,0,0
1,1,4,33,17,802.57,0.4,1,0,0,5,1,2,0,5.95,0,0,0,0,0,134.89,17,7,0,16,4,0,0
3,4,10,110,35,9001.89,0.19,1,5,0,13,4,3,1,15.95,2,0,0,0,0,564.22,54,21,0,56,17,0,0
2,5,6,40,24,1178.99,0.6,3,3,2,8,3,1,1,6.43,0,0,1,0,1,183.4,18,5,1,22,7,0,0
3,4,8,45,22,1458.75,0.7,3,0,3,11,2,3,1,7.27,0,0,0,1,3,200.67,21,9,2,24,9,0,0
1,0,1,6,6,15.51,0.1,0,0,0,1,0,1,0,1,0,0,0,0,0,15.51,4,0,0,2,0,0,0
1,3,7,42,22,874.5,0.6,1,0,1,8,1,0,1,4.67,1,0,0,1,0,187.3,20,6,0,22,5,0,0
1,1,1,5,5,17.41,0,0,0,0,2,1,0,1,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
1,4,1,4,4,12,0,0,0,0,2,2,0,1,1.5,0,0,0,0,0,8,1,0,0,3,0,0,0
2,3,4,30,17,708.49,0.4,2,3,0,6,1,0,1,5.78,1,0,0,1,1,122.62,13,2,1,17,3,0,0
2,7,3,23,15,808.73,0.3,1,1,0,4,1,1,2,9,0,0,0,0,0,89.86,9,2,0,14,4,0,0
1,28,4,46,23,2000.81,0.7,3,3,0,11,1,5,2,9.62,1,0,0,0,0,208.8,25,7,0,21,8,0,0
7,26,56,421,60,82893.36,0.83,2,5,0,57,26,0,1,33.33,3,0,0,0,7,2486.8,200,74,2,221,61,2,0
3,9,7,57,27,2422.32,0.9,2,0,1,10,4,2,2,8.94,1,0,0,0,2,271.3,26,7,2,31,8,0,0
1,7,1,9,9,57.6,0.1,2,0,0,2,1,1,1,2,0,1,0,0,0,28.53,5,0,0,4,0,0,0
4,0,13,94,33,7242.99,0.16,2,1,4,14,0,2,1,15.28,2,0,0,2,3,474.17,47,14,2,47,16,1,0
1,0,1,6,5,20.9,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,13.93,2,0,0,4,0,0,0
1,3,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
1,7,3,37,20,1242.95,0.5,0,0,1,4,1,1,1,7.77,1,0,0,0,0,159.91,19,5,0,18,8,0,0
20,13,40,270,39,31114.97,0.48,3,2,0,60,13,2,2,21.8,1,0,0,0,19,1427.6,111,44,2,159,52,0,0
1,3,3,20,16,311.11,0.3,3,1,1,4,1,1,1,3.89,1,1,0,0,0,80,10,1,0,10,1,0,0
2,0,22,472,50,63153.92,0.89,2,0,0,43,0,1,1,23.71,0,0,0,0,0,2663.9,216,39,0,256,40,0,0
2,3,7,41,20,1840.9,0.6,1,2,0,9,1,0,1,10.39,2,0,0,0,1,177.2,17,7,1,24,7,0,0
